time,tx_rate,rx_rate
0.506793737411499,0.0,0.000864
1.007479190826416,0.000864,0.0
1.5083286762237549,0.0,0.0
2.0197975635528564,0.0,0.0
2.5209226608276367,0.0,0.0
3.021359443664551,0.0,0.0
3.5219883918762207,0.0,0.0
4.023040056228638,0.0,0.0
4.524510860443115,0.001344,0.002688
5.0266499519348145,0.000672,0.000672
5.528127193450928,0.0,0.0
6.028570175170898,0.0,0.0
6.530012607574463,0.0,0.0
7.03116774559021,0.0,0.0
7.533848285675049,0.0,0.0
8.034373044967651,0.0,0.0
8.53560733795166,0.0,0.0
9.049095869064331,0.0,0.0
9.54999041557312,0.001344,0.002688
10.088587760925293,0.001312,0.001312
10.60237741470337,0.0,0.0
11.10268259048462,0.0,0.0
11.605639934539795,0.0,0.0
12.106426477432251,0.0,0.0
12.6069176197052,0.0,0.0
13.107645034790039,0.0,0.0
13.612162113189697,0.0,0.0
14.114314794540405,0.001344,0.001344
14.616196632385254,0.0,0.001344
15.116849899291992,0.0,0.0
15.617440462112427,0.0,0.0
16.117934703826904,0.0,0.0
16.61842679977417,0.0,0.0
17.118844509124756,0.0,0.0
17.619419813156128,0.0,0.0
18.119991779327393,0.0,0.0
18.62077498435974,0.0,0.0
19.121407747268677,0.001344,0.001344
19.6222882270813,0.0,0.001344
20.122841835021973,0.001312,0.001312
20.623568773269653,0.0,0.0
21.12413239479065,0.0,0.0
21.6245334148407,0.0,0.0
22.126792192459106,0.0,0.0
22.626907348632812,0.0,0.0
23.127594470977783,0.0,0.0
23.628047943115234,0.0,0.0
24.128783464431763,0.001344,0.001344
24.62938642501831,0.0,0.001344
25.12991189956665,0.0,0.0
25.630552291870117,0.0,0.0
26.130809545516968,0.0,0.0
26.631328105926514,0.0,0.0
27.13177490234375,0.0,0.0
27.632351875305176,0.0,0.0
28.132913827896118,0.0,0.0
28.635542631149292,0.0,0.0
29.136104106903076,0.001344,0.001344
29.636685848236084,0.0,0.001344
30.13736867904663,0.001312,0.001312
30.63817834854126,0.0,0.0
31.138831853866577,0.0,0.0
31.639346837997437,0.0,0.0
32.13993167877197,0.0,0.0
32.64051413536072,0.0,0.0
33.14110255241394,0.0,0.0
33.64159059524536,0.0,0.0
34.1422815322876,0.001344,0.001344
34.642924547195435,0.0,0.001344
35.14343976974487,0.001344,0.001344
35.64400243759155,0.0,0.0
36.14458084106445,0.0,0.0
36.64518070220947,0.0,0.0
37.145689487457275,0.0,0.0
37.64632964134216,0.0,0.0
38.1469042301178,0.0,0.0
38.64743709564209,0.0,0.0
39.148048877716064,0.001344,0.001344
39.64867329597473,0.0,0.001344
40.14882040023804,0.013184,0.009536
40.649325370788574,0.000864,0.000864
41.149951696395874,0.0,0.0
41.65064549446106,0.0,0.0
42.15087032318115,0.0,0.0
42.65143418312073,0.0,0.0
43.15200614929199,0.0,0.0
43.65258049964905,0.0,0.0
44.1530544757843,0.001344,0.001344
44.6536021232605,0.0,0.001344
45.15425157546997,0.009472,0.008544
45.65637254714966,0.0,0.0
46.157047271728516,0.0,0.0
46.65766787528992,0.0,0.0
47.15822625160217,0.0,0.0
47.65869665145874,0.0,0.0
48.15885519981384,0.0,0.0
48.6589617729187,0.0,0.0
49.15941333770752,0.001344,0.001344
49.660377740859985,0.00368,0.005024
50.160985231399536,0.007168,0.001312
50.661553144454956,0.0,0.0
51.16213083267212,0.003344,0.009856
51.662665367126465,0.0,0.0
52.16295909881592,0.0,0.0
52.66333746910095,0.0,0.0
53.16391158103943,0.0,0.0
53.664604902267456,0.0,0.001184
54.1652398109436,0.017936,0.04448
54.665985345840454,0.001664,0.001344
55.16662549972534,0.008448,0.002496
55.66692399978638,0.002272,0.0
56.16703271865845,0.0,0.0
56.66763973236084,0.002272,0.0
57.168238401412964,0.002368,0.001248
57.66891527175903,0.0,0.0
58.16952633857727,0.002272,0.0
58.670105934143066,0.0,0.0
59.1707444190979,0.001344,0.0
59.670978307724,0.001312,0.001344
60.171469926834106,3.269552,0.001312
60.672152042388916,4.984352,0.0
61.17269468307495,4.963856,0.001248
61.673120737075806,4.986624,0.0
62.173768043518066,4.984352,0.0
62.67466068267822,4.961488,0.0
63.17482614517212,4.961488,0.0
63.675196409225464,4.984352,0.0
64.17576789855957,4.985696,0.0
64.67633152008057,4.984352,0.001344
65.17695617675781,4.961488,0.0
65.67752456665039,5.007216,0.0
66.17811346054077,4.961488,0.0
66.67911124229431,5.007216,0.0
67.18020224571228,4.984352,0.0
67.68079495429993,4.984352,0.0
68.18161273002625,4.984352,0.0
68.68232440948486,5.009488,0.0
69.1831567287445,4.988064,0.001248
69.68325543403625,4.985664,0.002656
70.1835994720459,4.961488,0.0
70.68423795700073,4.984352,0.0
71.18456172943115,4.984352,0.0
71.68514490127563,4.984352,0.0
72.18574953079224,4.984352,0.0
72.68612170219421,4.984352,0.0
73.18671107292175,4.984352,0.0
73.68683409690857,4.961488,0.0
74.1874852180481,4.985696,0.0
74.68807530403137,4.984352,0.001344
75.18844866752625,4.91576,0.0
75.68900156021118,4.984352,0.0
76.18959188461304,4.961488,0.0
76.6898181438446,4.961488,0.0
77.19003343582153,4.984352,0.0
77.69058179855347,4.984352,0.0
78.19081091880798,4.984352,0.0
78.69140076637268,4.961488,0.0
79.19193768501282,5.00856,0.0
79.69209122657776,4.9628,0.002656
80.19227719306946,4.984352,0.0
80.69290518760681,4.938624,0.0
81.19348621368408,4.961488,0.0
81.69380354881287,4.984352,0.0
82.19413924217224,4.96376,0.0
82.69446134567261,4.961488,0.0
83.19485306739807,4.984352,0.0
83.69541001319885,4.961488,0.0
84.1956946849823,4.985696,0.0
84.69616103172302,4.961488,0.001344
85.19670701026917,4.98672,0.001248
85.69720411300659,4.984352,0.0
86.19776844978333,4.984352,0.0
86.69975638389587,4.984352,0.0
87.20033502578735,4.985024,0.000672
87.70084977149963,4.984352,0.0
88.20138788223267,4.961488,0.0
88.70205044746399,4.984352,0.0
89.20270299911499,4.962832,0.0
89.70282983779907,4.9628,0.002656
90.20302939414978,3.246688,0.057024
90.7039589881897,0.000672,0.000672
91.20775389671326,0.0,0.0
91.70910286903381,0.0,0.0
92.24141359329224,0.0,0.0
92.74351930618286,0.0,0.0
93.24381709098816,0.0,0.0
93.7450761795044,0.0,0.0
94.24548602104187,0.001344,0.0
94.74600672721863,0.0,0.001344
95.24677681922913,0.0,0.0
95.74754762649536,0.0,0.0
96.24872994422913,0.0,0.0
96.77319669723511,0.0,0.0
97.27405524253845,0.0,0.0
97.7752206325531,0.0,0.0
98.27565217018127,0.0,0.0
98.77710390090942,0.0,0.0
99.27906799316406,0.001344,0.0
99.77969646453857,0.001312,0.002656
100.28046345710754,0.0,0.0
