time,tx_rate,rx_rate
0.5005524158477783,0.0,0.0
1.0122418403625488,0.0,0.0
1.5134267807006836,0.0,0.0
2.0138275623321533,0.0,0.0
2.516247034072876,0.0,0.0
3.016648530960083,0.0,0.0
3.5168607234954834,0.0,0.0
4.01849102973938,0.0,0.0
4.5193517208099365,0.0,0.0
5.020639896392822,0.0,0.0
5.526914834976196,0.0,0.0
6.041658878326416,0.0,0.0
6.543843746185303,0.0,0.0
7.047717094421387,0.0,0.0
7.550142049789429,0.0,0.0
8.053324699401855,0.0,0.0
8.554097414016724,0.0,0.0
9.070448637008667,0.0,0.0
9.576135873794556,0.0,0.0
10.083932161331177,0.001248,0.0
10.587406158447266,0.0,0.0
11.09470272064209,0.0,0.0
11.596813201904297,0.0,0.0
12.106045484542847,0.0,0.0
12.609703063964844,0.0,0.0
13.11182427406311,0.0,0.0
13.614670991897583,0.0,0.0
14.115678787231445,0.0,0.0
14.616057634353638,0.0,0.0
15.1166090965271,0.0,0.0
15.617164373397827,0.0,0.0
16.11774230003357,0.0,0.0
16.618329763412476,0.0,0.0
17.118791341781616,0.0,0.0
17.619292974472046,0.0,0.0
18.1199049949646,0.0,0.0
18.620481967926025,0.0,0.0
19.120554447174072,0.0,0.0
19.620641469955444,0.0,0.0
20.12087368965149,0.001248,0.0
20.621402978897095,0.0,0.0
21.12197470664978,0.0,0.0
21.62254571914673,0.0,0.0
22.124406337738037,0.0,0.0
22.624579668045044,0.0,0.0
23.125148057937622,0.0,0.0
23.62571692466736,0.0,0.0
24.126177310943604,0.0,0.0
24.626770734786987,0.0,0.0
25.127350091934204,0.0,0.0
25.627928256988525,0.0,0.0
26.12849187850952,0.0,0.0
26.628544807434082,0.0,0.0
27.129267692565918,0.0,0.0
27.629831075668335,0.0,0.0
28.130134105682373,0.0,0.0
28.630713939666748,0.0,0.0
29.1311354637146,0.0,0.0
29.631702423095703,0.0,0.0
30.132314682006836,0.001248,0.0
30.632874488830566,0.0,0.0
31.13331151008606,0.0,0.0
31.633975744247437,0.0,0.0
32.134663343429565,0.0,0.0
32.63527274131775,0.0,0.0
33.13571286201477,0.0,0.0
33.63641905784607,0.0,0.0
34.13671326637268,0.0,0.0
34.63728404045105,0.0,0.0
35.13852834701538,0.0,0.0
35.63916826248169,0.0,0.0
36.139780044555664,0.0,0.0
36.6407356262207,0.0,0.0
37.14129996299744,0.0,0.0
37.64185643196106,0.0,0.0
38.142404079437256,0.0,0.0
38.64312934875488,0.0,0.0
39.143810749053955,0.0,0.0
39.64440131187439,0.0,0.0
40.144535779953,0.002112,0.0
40.6446647644043,0.0,0.0
41.14508605003357,0.000864,0.0
41.64553880691528,0.0,0.0
42.14605259895325,0.0,0.0
42.64661717414856,0.0,0.0
43.147194623947144,0.0,0.0
