time,tx_rate,rx_rate
0.5058093070983887,0.000864,0.0
1.0200414657592773,0.0,0.0
1.521111249923706,0.0,0.0
2.0224363803863525,0.0,0.0
2.5265793800354004,0.0,0.0
3.0267856121063232,0.0,0.0
3.5275206565856934,0.0,0.0
4.0278260707855225,0.0,0.0
4.527984380722046,0.0,0.0
5.0291924476623535,0.0,0.0
5.531124591827393,0.0,0.0
6.032707214355469,0.0,0.0
6.533802032470703,0.0,0.0
7.052757024765015,0.0,0.0
7.554160118103027,0.0,0.0
8.055685758590698,0.0,0.0
8.55717945098877,0.0,0.0
9.06192660331726,0.0,0.0
9.570267677307129,0.0,0.0
10.071491718292236,0.001248,0.0
10.58538818359375,0.0,0.0
11.097001791000366,0.0,0.0
11.59796142578125,0.0,0.0
12.10519814491272,0.0,0.0
12.605562686920166,0.0,0.0
13.105815887451172,0.0,0.0
13.608173131942749,0.0,0.0
14.108746528625488,0.0,0.0
14.625280380249023,0.0,0.0
15.125806093215942,0.0,0.0
15.62633752822876,0.0,0.0
16.126930236816406,0.0,0.0
16.62749195098877,0.0,0.0
17.127962589263916,0.0,0.0
17.628523111343384,0.0,0.0
18.129192352294922,0.0,0.0
18.629749298095703,0.0,0.0
19.130311489105225,0.0,0.0
19.630961894989014,0.0,0.0
20.13157844543457,0.001248,0.0
20.63203716278076,0.0,0.0
21.132652282714844,0.0,0.0
21.63323450088501,0.0,0.0
22.13331437110901,0.0,0.0
22.633918523788452,0.0,0.0
23.13448476791382,0.0,0.0
23.63506007194519,0.0,0.0
24.135531663894653,0.0,0.0
24.63613510131836,0.0,0.0
25.13669991493225,0.0,0.0
25.637205839157104,0.0,0.0
26.137723684310913,0.0,0.0
26.638282299041748,0.0,0.0
27.138970136642456,0.0,0.0
27.639447927474976,0.0,0.0
28.140188694000244,0.0,0.0
28.640824794769287,0.0,0.0
29.14118194580078,0.0,0.0
29.641396045684814,0.0,0.0
30.14207887649536,0.001248,0.0
30.642701387405396,0.0,0.0
31.143202543258667,0.0,0.0
31.64388918876648,0.0,0.0
32.144792795181274,0.0,0.0
32.64527082443237,0.0,0.0
33.145994424819946,0.0,0.0
33.64656448364258,0.0,0.0
34.14749073982239,0.0,0.0
34.64782905578613,0.0,0.0
35.14799785614014,0.0,0.0
35.6485800743103,0.0,0.0
36.14916229248047,0.0,0.0
36.649197816848755,0.0,0.0
37.14977478981018,0.0,0.0
37.6503689289093,0.0,0.0
38.151010036468506,0.0,0.0
38.65158462524414,0.0,0.0
39.15222787857056,0.0,0.0
39.652326345443726,0.0,0.0
40.15295076370239,0.002112,0.0
40.65326738357544,0.000864,0.0
41.153544187545776,0.0,0.0
41.654106855392456,0.0,0.0
42.15473175048828,0.0,0.0
42.65514850616455,0.0,0.0
43.15573239326477,0.0,0.0
43.65632176399231,0.0,0.0
44.15698742866516,0.0,0.0
44.657912492752075,0.0,0.0
45.15850114822388,3.315952,0.000672
45.65924048423767,4.984352,0.0
46.159839391708374,4.961488,0.0
46.66040849685669,5.007216,0.0
47.16201329231262,5.007216,0.0
47.662580251693726,4.984352,0.0
48.16315293312073,4.961488,0.0
48.66401982307434,5.007216,0.0
49.16476082801819,5.007216,0.0
